FileName,rename_unweighted,jsjiami_unweighted,jsjiami_recover_unweighted
6329.js,-1.0,-1.0,-1.0
63301.js,1.0,4.0,-1.0
63316.js,-1.0,-1.0,-1.0
634.js,1.0,4.0,1.0
63436.js,-1.0,-1.0,-1.0
63481.js,-1.0,-1.0,-1.0
63520.js,-1.0,-1.0,-1.0
63540.js,-1.0,-1.0,-1.0
63628.js,1.0,1.1764705882352942,1.0
63663.js,-1.0,-1.0,-1.0
63674.js,1.0,1.0128755364806867,-1.0
63698.js,-1.0,-1.0,-1.0
6370.js,1.0,4.0,1.0
63735.js,-1.0,-1.0,-1.0
63757.js,1.0,1.25,1.0
63832.js,-1.0,-1.0,-1.0
63886.js,-1.0,-1.0,-1.0
63991.js,-1.0,-1.0,-1.0
64206.js,1.0,2.5,1.0
6422.js,1.0,4.0,1.0
64381.js,-1.0,-1.0,-1.0
64405.js,-1.0,-1.0,-1.0
64486.js,-1.0,-1.0,-1.0
64731.js,1.0,2.0,1.0
6476.js,1.0,4.0,-1.0
64890.js,-1.0,-1.0,-1.0
64988.js,-1.0,-1.0,-1.0
6500.js,1.0,2.5,-1.0
65036.js,0.9393939393939394,1.0909090909090908,-1.0
65052.js,1.0,-1.0,-1.0
65083.js,-1.0,-1.0,-1.0
65192.js,-1.0,-1.0,-1.0
65219.js,1.0,1.25,-1.0
65234.js,-1.0,-1.0,-1.0
65267.js,1.0,1.3,-1.0
65290.js,-1.0,-1.0,-1.0
65321.js,1.0,1.25,1.0
65545.js,-1.0,-1.0,-1.0
6566.js,-1.0,-1.0,-1.0
65663.js,-1.0,-1.0,-1.0
65828.js,-1.0,-1.0,-1.0
6586.js,1.0,4.0,-1.0
65949.js,-1.0,-1.0,-1.0
66144.js,-1.0,-1.0,-1.0
66199.js,-1.0,-1.0,-1.0
66225.js,1.0,1.25,1.0
66260.js,-1.0,-1.0,-1.0
66323.js,1.0,1.3333333333333333,-1.0
66363.js,1.0,1.4285714285714286,-1.0
66365.js,1.0,1.6,-1.0
66377.js,1.0,1.5,1.0
66394.js,1.0,1.75,1.0
66399.js,1.0,1.75,-1.0
66479.js,-1.0,-1.0,-1.0
66502.js,1.0,2.5,-1.0
66716.js,-1.0,-1.0,-1.0
6682.js,-1.0,-1.0,-1.0
66894.js,-1.0,-1.0,-1.0
6704.js,-1.0,-1.0,-1.0
67717.js,1.0,4.0,1.0
67724.js,1.0,4.0,-1.0
67737.js,1.0,2.5,-1.0
67871.js,-1.0,-1.0,-1.0
67894.js,-1.0,-1.0,-1.0
67918.js,1.0,2.5,1.0
68040.js,1.0,2.0,-1.0
6806.js,1.0,1.4285714285714286,1.0
68139.js,-1.0,-1.0,-1.0
68198.js,-1.0,-1.0,-1.0
68297.js,-1.0,-1.0,-1.0
68505.js,-1.0,-1.0,-1.0
68564.js,-1.0,-1.0,-1.0
68624.js,-1.0,-1.0,-1.0
68647.js,-1.0,-1.0,-1.0
68706.js,1.0,2.5,1.0
68856.js,1.0,2.5,1.0
69433.js,-1.0,-1.0,-1.0
6944.js,-1.0,-1.0,-1.0
69469.js,-1.0,-1.0,-1.0
69578.js,1.0,2.0,1.0
69705.js,1.0,4.0,1.0
6973.js,-1.0,-1.0,-1.0
69826.js,1.0,4.0,-1.0
70143.js,-1.0,-1.0,-1.0
70158.js,-1.0,-1.0,-1.0
70346.js,-1.0,-1.0,-1.0
70353.js,1.0,4.0,1.0
70745.js,-1.0,-1.0,-1.0
70748.js,1.0,4.0,1.0
70840.js,-1.0,-1.0,-1.0
7091.js,-1.0,-1.0,-1.0
71056.js,-1.0,-1.0,-1.0
7124.js,-1.0,-1.0,-1.0
71310.js,-1.0,-1.0,-1.0
71371.js,-1.0,-1.0,-1.0
7156.js,-1.0,-1.0,-1.0
71664.js,-1.0,-1.0,-1.0
7167.js,1.0,4.0,-1.0
71716.js,1.0,1.1578947368421053,1.0
71739.js,-1.0,-1.0,-1.0
71855.js,-1.0,-1.0,-1.0
72068.js,1.0,2.5,1.0
72075.js,-1.0,-1.0,-1.0
72137.js,-1.0,-1.0,-1.0
72227.js,-1.0,-1.0,-1.0
72273.js,1.0,1.1764705882352942,-1.0
72470.js,1.0,2.0,1.0
72620.js,-1.0,-1.0,-1.0
72663.js,-1.0,-1.0,-1.0
7270.js,-1.0,-1.0,-1.0
72841.js,-1.0,-1.0,-1.0
72930.js,-1.0,-1.0,-1.0
72949.js,-1.0,-1.0,-1.0
72951.js,-1.0,-1.0,-1.0
72989.js,-1.0,-1.0,-1.0
72997.js,-1.0,-1.0,-1.0
73020.js,-1.0,-1.0,-1.0
73026.js,-1.0,-1.0,-1.0
73243.js,1.0,2.0,1.0
73244.js,1.0,1.75,-1.0
7325.js,1.0,2.0,1.0
73351.js,-1.0,-1.0,-1.0
73385.js,-1.0,-1.0,-1.0
73402.js,-1.0,-1.0,-1.0
73432.js,1.0,4.0,-1.0
73442.js,1.0,2.5,1.0
73458.js,-1.0,-1.0,-1.0
73506.js,-1.0,-1.0,-1.0
73540.js,-1.0,-1.0,-1.0
73570.js,-1.0,-1.0,-1.0
73592.js,-1.0,-1.0,-1.0
73627.js,-1.0,-1.0,-1.0
73772.js,-1.0,-1.0,-1.0
73790.js,-1.0,-1.0,-1.0
73795.js,-1.0,-1.0,-1.0
738.js,-1.0,-1.0,-1.0
73803.js,-1.0,-1.0,-1.0
73809.js,-1.0,-1.0,-1.0
73836.js,-1.0,-1.0,-1.0
73839.js,-1.0,-1.0,-1.0
73943.js,-1.0,-1.0,-1.0
73946.js,-1.0,-1.0,-1.0
73964.js,-1.0,-1.0,-1.0
74047.js,-1.0,-1.0,-1.0
74079.js,-1.0,-1.0,-1.0
74119.js,-1.0,-1.0,-1.0
74220.js,-1.0,-1.0,-1.0
74229.js,-1.0,-1.0,-1.0
74239.js,-1.0,-1.0,-1.0
74275.js,-1.0,-1.0,-1.0
74281.js,-1.0,-1.0,-1.0
74289.js,-1.0,-1.0,-1.0
74293.js,-1.0,-1.0,-1.0
74294.js,-1.0,-1.0,-1.0
74363.js,-1.0,-1.0,-1.0
74386.js,-1.0,-1.0,-1.0
74448.js,-1.0,-1.0,-1.0
74507.js,-1.0,-1.0,-1.0
74521.js,-1.0,-1.0,-1.0
74578.js,-1.0,-1.0,-1.0
74588.js,-1.0,-1.0,-1.0
74617.js,-1.0,-1.0,-1.0
74638.js,-1.0,-1.0,-1.0
74685.js,-1.0,-1.0,-1.0
74690.js,-1.0,-1.0,-1.0
74771.js,-1.0,-1.0,-1.0
7487.js,-1.0,-1.0,-1.0
7496.js,-1.0,-1.0,-1.0
75102.js,-1.0,-1.0,-1.0
75107.js,-1.0,-1.0,-1.0
75184.js,-1.0,-1.0,-1.0
75237.js,-1.0,-1.0,-1.0
75273.js,-1.0,-1.0,-1.0
75299.js,-1.0,-1.0,-1.0
75611.js,-1.0,-1.0,-1.0
75651.js,-1.0,-1.0,-1.0
75809.js,-1.0,-1.0,-1.0
75829.js,-1.0,-1.0,-1.0
75852.js,-1.0,-1.0,-1.0
75988.js,-1.0,-1.0,-1.0
7612.js,-1.0,-1.0,-1.0
76140.js,-1.0,-1.0,-1.0
76186.js,-1.0,-1.0,-1.0
76195.js,-1.0,-1.0,-1.0
76321.js,-1.0,-1.0,-1.0
7634.js,-1.0,-1.0,-1.0
76359.js,-1.0,-1.0,-1.0
7636.js,-1.0,-1.0,-1.0
76391.js,-1.0,-1.0,-1.0
76400.js,-1.0,-1.0,-1.0
76669.js,-1.0,-1.0,-1.0
76686.js,-1.0,-1.0,-1.0
7670.js,-1.0,-1.0,-1.0
76895.js,-1.0,-1.0,-1.0
7691.js,-1.0,-1.0,-1.0
77100.js,-1.0,-1.0,-1.0
7745.js,1.0,1.2307692307692308,1.0
7775.js,1.0,4.0,-1.0
79573.js,-1.0,-1.0,-1.0
79736.js,-1.0,-1.0,-1.0
79754.js,-1.0,-1.0,-1.0
79783.js,1.0,1.6,1.0
79806.js,1.0,1.25,1.0
79827.js,1.0,1.4285714285714286,1.0
79838.js,-1.0,-1.0,-1.0
79855.js,-1.0,-1.0,-1.0
79897.js,-1.0,-1.0,-1.0
79935.js,-1.0,-1.0,-1.0
79940.js,-1.0,-1.0,-1.0
80024.js,-1.0,-1.0,-1.0
80045.js,1.0,1.008849557522124,-1.0
80055.js,1.0,1.3,-1.0
80121.js,1.0,2.0,1.0
80142.js,-1.0,-1.0,-1.0
80144.js,-1.0,-1.0,-1.0
80212.js,-1.0,-1.0,-1.0
80227.js,-1.0,-1.0,-1.0
80280.js,-1.0,-1.0,-1.0
80314.js,-1.0,-1.0,-1.0
80348.js,-1.0,-1.0,-1.0
80349.js,-1.0,-1.0,-1.0
80373.js,-1.0,-1.0,-1.0
80408.js,-1.0,-1.0,-1.0
80509.js,-1.0,-1.0,-1.0
80522.js,-1.0,-1.0,-1.0
80559.js,-1.0,-1.0,-1.0
80694.js,-1.0,-1.0,-1.0
80761.js,1.0,2.5,1.0
80781.js,1.0,2.0,-1.0
80919.js,-1.0,-1.0,-1.0
81210.js,-1.0,-1.0,-1.0
81329.js,-1.0,-1.0,-1.0
81381.js,1.0,1.3333333333333333,1.0
81439.js,1.0,1.75,1.0
81520.js,-1.0,-1.0,-1.0
81524.js,-1.0,-1.0,-1.0
81531.js,-1.0,-1.0,-1.0
81543.js,-1.0,-1.0,-1.0
81582.js,-1.0,-1.0,-1.0
81583.js,1.0,2.5,-1.0
82079.js,1.0,1.4285714285714286,-1.0
82121.js,1.0,1.6,1.0
82363.js,1.0,1.4285714285714286,-1.0
82367.js,-1.0,-1.0,-1.0
82430.js,-1.0,-1.0,-1.0
82492.js,-1.0,-1.0,-1.0
82510.js,1.0,1.4285714285714286,-1.0
82540.js,-1.0,-1.0,-1.0
82642.js,-1.0,-1.0,-1.0
82701.js,-1.0,-1.0,-1.0
82739.js,-1.0,-1.0,-1.0
82803.js,-1.0,-1.0,-1.0
82835.js,1.0,2.5,-1.0
82848.js,1.0,2.0,-1.0
82877.js,-1.0,-1.0,-1.0
82921.js,-1.0,-1.0,-1.0
82945.js,-1.0,-1.0,-1.0
82951.js,1.0,2.5,1.0
82964.js,-1.0,-1.0,-1.0
83022.js,1.0,2.0,-1.0
83042.js,1.0,2.5,1.0
83089.js,-1.0,-1.0,-1.0
83096.js,1.0,1.2727272727272727,-1.0
83152.js,-1.0,-1.0,-1.0
83154.js,1.0,2.5,1.0
83197.js,-1.0,-1.0,-1.0
83217.js,-1.0,-1.0,-1.0
83287.js,1.0,2.5,1.0
83302.js,-1.0,-1.0,-1.0
83401.js,-1.0,-1.0,-1.0
83433.js,-1.0,-1.0,-1.0
83466.js,-1.0,-1.0,-1.0
83488.js,1.0,2.5,-1.0
83510.js,1.0,2.5,1.0
83524.js,-1.0,-1.0,-1.0
83553.js,-1.0,-1.0,-1.0
83582.js,1.0,2.5,1.0
83602.js,-1.0,-1.0,-1.0
83628.js,1.0,2.5,1.0
83697.js,-1.0,-1.0,-1.0
83708.js,-1.0,-1.0,-1.0
83724.js,-1.0,-1.0,-1.0
83803.js,1.0,2.5,-1.0
83869.js,-1.0,-1.0,-1.0
83881.js,1.0,1.6,1.0
83941.js,1.0,2.5,-1.0
84008.js,1.0,1.75,-1.0
84067.js,-1.0,-1.0,-1.0
84075.js,1.0,2.0,1.0
8420.js,-1.0,-1.0,-1.0
84248.js,1.0,1.0612244897959184,-1.0
84253.js,-1.0,-1.0,-1.0
84574.js,-1.0,-1.0,-1.0
84607.js,-1.0,-1.0,-1.0
84651.js,-1.0,-1.0,-1.0
84696.js,-1.0,-1.0,-1.0
84720.js,-1.0,-1.0,-1.0
84732.js,-1.0,-1.0,-1.0
84770.js,-1.0,-1.0,-1.0
84824.js,-1.0,-1.0,-1.0
84841.js,-1.0,-1.0,-1.0
84966.js,1.0,1.2727272727272727,-1.0
84993.js,-1.0,-1.0,-1.0
84997.js,-1.0,-1.0,-1.0
85263.js,-1.0,-1.0,-1.0
85375.js,-1.0,-1.0,-1.0
85565.js,-1.0,-1.0,-1.0
85601.js,-1.0,-1.0,-1.0
85630.js,-1.0,-1.0,-1.0
85675.js,-1.0,-1.0,-1.0
85769.js,1.0,2.0,1.0
85776.js,1.0,2.0,1.0
85945.js,-1.0,-1.0,-1.0
86050.js,1.0,1.6,1.0
86052.js,-1.0,-1.0,-1.0
