FileName,rename_unweighted,jsjiami_unweighted,jsjiami_recover_unweighted_old,jsjiami_recover_unweighted,,,
97015.js,0,2,0,0,,,
97018.js,0,0.076923077,0.384615385,0.461538462,,,
97023.js,0,0.142857143,0.285714286,0.285714286,,,
97154.js,0,2,0,0.5,,,
97238.js,0,0.3,0.7,0.8,,,
97844.js,0,0.75,0,0,,,
97865.js,0,0.25,0.25,0.25,,,
97887.js,0,0.428571429,0.142857143,0.285714286,,,
97965.js,0,1,0,0,,,
97966.js,0,0.333333333,0.111111111,0.111111111,,,
97999.js,0,0.75,0,0,,,
9814.js,0,3,0,0,,,
98573.js,0,0.375,0.125,0.25,,,
98605.js,0,0.428571429,0,0.142857143,,,
98660.js,0,0.333333333,0.166666667,0.166666667,,,
98850.js,0,0,0.571428571,0.571428571,,,
98878.js,0,0.166666667,0.666666667,0.666666667,,,
98893.js,0,0.166666667,0.5,0.5,,,
98898.js,0,0.125,0.75,0.625,,,
98963.js,0,0.533333333,0.8,0.866666667,,,
99018.js,0,0.222222222,0.666666667,0.666666667,,,
99031.js,0,0,0.571428571,0.571428571,,,
99032.js,0,0.363636364,0.818181818,0.727272727,,,
99044.js,0,0.3,0.7,0.8,,,
99092.js,0,1,0,0,,,
99152.js,0,0.8,0.2,0,,,
99502.js,0,1,0.5,0.5,,,
9958.js,0,3,0,0,,,
99611.js,0,0.529411765,0.823529412,0.764705882,,,
