FileName,jsjiami_unweighted,jsjiami_jsdec,jsjiami_illu,jsjiami_sd,jsjiami_recover_unweighted
99018.js,0.405519831,0.534913708,0.405519831,0.448153913,-1
99031.js,0.392872668,0.706319386,0.393273354,0.314329083,-1
99032.js,0.467062299,0.597307103,-1,0.464455328,-1
99044.js,0.465796704,0.624144751,0.465796704,0.406781209,-1
99156.js,0.317355389,0.720858621,0.317355389,0.197731805,0.777825793
99219.js,-1,-1,-1,-1,-1
99227.js,-1,-1,-1,-1,-1
99288.js,0.51920659,-1,0.523605628,0.031522858,0.68665803
99502.js,0.198467266,0.698379902,0.198467266,0.165675578,0.724743075
9958.js,0.146344812,0.658280589,0.146344812,0.137260991,0.923076923
99582.js,0.324984574,0.742583799,0.324984574,0.282687005,0.852111642
99601.js,0.311865795,0.468840698,0.311865795,0.348223263,-1
99611.js,0.564892915,0.667726633,-1,0.543313211,-1
99912.js,-1,-1,-1,-1,-1
99925.js,-1,-1,-1,-1,-1
99957.js,-1,-1,-1,-1,-1
99986.js,0.142253603,0.916666667,0.142253603,0.12088642,0.916666667
99988.js,0.261368041,0.722891566,0.261368041,0.100287695,0.722891566
