FileName,jsjiami_unweighted,jsjiami_jsdec,jsjiami_illu,jsjiami_sd,jsjiami_recover_unweighted
98858.js,-1,-1,-1,-1,-1
98893.js,0.51379034,-1,0.524621058,0.267635185,0.596778072
98898.js,0.569603477,-1,0.575035365,0.403621582,0.622623654
98983.js,0.491951164,-1,0.513995047,0.3985874,0.608827291
99018.js,0.516952414,-1,0.538857284,0.448153913,0.663604582
99031.js,0.476289672,-1,-1,0.314329083,0.673377407
99032.js,0.480642798,-1,-1,0.464455328,0.677354292
99044.js,0.514983839,-1,0.568210705,0.406781209,0.559562288
99156.js,0.417064595,-1,0.430998432,0.197731805,0.607021891
99219.js,-1,-1,-1,-1,-1
99227.js,-1,-1,-1,-1,-1
99288.js,0.587188139,-1,0.597052076,0.031522858,0.55690811
99502.js,0.305232639,0.318634746,0.318634746,0.165675578,0.571969441
9958.js,0.237743011,0.247048303,0.251822624,0.137260991,0.923076923
99582.js,0.475774139,-1,0.484890758,0.282687005,0.592732834
99601.js,0.410496303,-1,0.398058669,0.348223263,0.636999169
99611.js,0.535632765,-1,-1,0.543313211,0.663031511
99912.js,-1,-1,-1,-1,-1
99925.js,-1,-1,-1,-1,-1
99957.js,-1,-1,-1,-1,-1
99986.js,0.227397013,0.238008277,0.236027591,0.12088642,0.6172134
99988.js,0.388393428,-1,0.401934835,0.100287695,0.604265025
